trace_id,endpoint,is_correct,structural_stability,n_bonds,n_entropy_points,initial_entropy,final_entropy,covalent_ratio,hydrogen_ratio,vdw_ratio
36714cbf-d901-411b-90a5-1a0d16c28cc4,cyp2d6_veith,False,4.697713949988304e-17,435,435,-0.0,1.29139645649946,0.12413793103448276,0.24597701149425288,0.6298850574712643
37419680-9c11-4b9c-98bd-a6e2f58423f8,cyp2d6_veith,True,5.4668467043116094e-05,231,231,-0.0,1.3809774865909459,0.15584415584415584,0.26406926406926406,0.5800865800865801
37df6fbc-5dc5-422a-a3bc-0c9b68cdf80c,cyp2d6_veith,False,7.318873410646134e-21,276,276,-0.0,1.3401258727786063,0.15579710144927536,0.2318840579710145,0.6123188405797102
3b208de0-4ecb-4247-8977-c71962ce2d02,cyp2d6_veith,True,9.151151348732402e-25,210,210,-0.0,1.294441749350729,0.11428571428571428,0.26666666666666666,0.6190476190476191
3ddab675-3803-480c-a05f-0f11da30e18f,cyp2d6_veith,True,2.1013649522069557e-15,190,190,-0.0,1.424889946264593,0.22631578947368422,0.21052631578947367,0.5631578947368421
3f7a6f94-75a9-4a62-9f10-a1f2efe40ad6,cyp2d6_veith,True,5.197623427475796e-19,210,210,-0.0,1.377284418533275,0.1523809523809524,0.26666666666666666,0.580952380952381
4594ed8b-cc3e-4223-96da-0379e9433555,cyp2d6_veith,True,2.531104557219732e-20,300,300,-0.0,1.3736773749128406,0.13666666666666666,0.29333333333333333,0.57
45d051b4-1c70-4421-9681-db72cd1e001f,cyp2d6_veith,True,5.115786636185418e-25,253,253,-0.0,1.4798036464111253,0.22529644268774704,0.25691699604743085,0.5177865612648221
48756640-01f1-4036-8642-78bacb8a2206,cyp2d6_veith,True,2.9331959645114817e-24,231,231,-0.0,1.2934140893487636,0.1774891774891775,0.1774891774891775,0.645021645021645
4a2eda29-b6d4-4a98-949b-f1c1b950fc3f,cyp2d6_veith,False,6.690049441757164e-20,171,171,-0.0,1.5226280585994767,0.24561403508771928,0.2807017543859649,0.47368421052631576
4fbe6b05-6b33-4adc-9f5d-9458817f2ebe,cyp2d6_veith,True,1.9120344435316936e-22,153,153,-0.0,1.2878078647134341,0.2549019607843137,0.11764705882352941,0.6274509803921569
55a86cf6-cdb9-45c9-aab0-01c43ca4d654,cyp2d6_veith,True,6.420212967170858e-17,210,210,-0.0,1.498128054450361,0.2,0.319047619047619,0.48095238095238096
58d531fd-e3cd-4b18-b3a6-9404036fa9f3,cyp2d6_veith,True,6.90488963317187e-21,276,276,-0.0,1.207428462944542,0.11956521739130435,0.19927536231884058,0.6811594202898551
5cdb79a6-bcbf-457d-bf77-18e177727abb,cyp2d6_veith,True,2.2184954272838857e-22,190,190,-0.0,1.401351391034869,0.15263157894736842,0.2894736842105263,0.5578947368421052
5d4f3ded-bcbd-43ab-a6c5-5097f2ed29a6,cyp2d6_veith,True,1.3697944255998716e-16,136,136,-0.0,1.4331067718070316,0.34558823529411764,0.14705882352941177,0.5073529411764706
